# X_Mean Y_Mean GPS_X GPS_Y
-1.390108425e+15 -1.904650911e+14 48.99758227 8.477301746
-1.390108431e+15 -1.90465092e+14 48.99758317 8.477303115
-1.390108432e+15 -1.90465092e+14 48.99758317 8.477303115
-1.390108432e+15 -1.904650921e+14 48.99758317 8.477303115
-1.390108432e+15 -1.904650921e+14 48.99758317 8.477303115
-1.390108432e+15 -1.904650921e+14 48.99758317 8.477303115
-1.390108432e+15 -1.904650921e+14 48.99758317 8.477303115
-1.390108432e+15 -1.904650921e+14 48.99758317 8.477303115
-1.390108433e+15 -1.904650922e+14 48.99758317 8.477303115
-1.390108433e+15 -1.904650922e+14 48.99758317 8.477303115
-1.390108433e+15 -1.904650922e+14 48.99758317 8.477303115
-1.390108433e+15 -1.904650922e+14 48.99758406 8.477304484
-1.390108433e+15 -1.904650922e+14 48.99758406 8.477304484
-1.390108433e+15 -1.904650922e+14 48.99758406 8.477304484
-1.390108433e+15 -1.904650923e+14 48.99758406 8.477304484
-1.390108433e+15 -1.904650923e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650923e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650923e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650923e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650924e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650924e+14 48.99758406 8.477304484
-1.390108434e+15 -1.904650924e+14 48.99758496 8.477305854
-1.390108434e+15 -1.904650924e+14 48.99758496 8.477305854
-1.390108434e+15 -1.904650924e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650924e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650925e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650925e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650925e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650925e+14 48.99758496 8.477305854
-1.390108435e+15 -1.904650926e+14 48.99758496 8.477305854
-1.390108436e+15 -1.904650926e+14 48.99758496 8.477305854
